0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.50000000	0.00000000	0.00000000	0.00000000	0.00000000
1.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1.50000000	0.00000000	0.00000000	0.00000000	0.00000000
2.00000000	0.50000000	1.00000000	1.06250000	1.56250000
2.50000000	1.00000000	2.00000000	2.25000000	3.12500000
3.00000000	1.00000000	2.00000000	2.50000000	3.15625000
3.50000000	1.00000000	2.00000000	2.75000000	3.24218750
4.00000000	1.00000000	2.00000000	3.00000000	3.36914062
4.50000000	1.00000000	2.00000000	3.25000000	3.52685547
5.00000000	1.00000000	2.00000000	3.50000000	3.70764160
5.50000000	1.00000000	2.00000000	3.75000000	3.90573120
6.00000000	1.00000000	2.00000000	4.00000000	4.11679840
6.50000000	1.00000000	2.00000000	4.25000000	4.33759880
7.00000000	1.00000000	2.00000000	4.50000000	4.56569910
7.50000000	1.00000000	2.00000000	4.75000000	4.79927433
8.00000000	1.00000000	2.00000000	5.00000000	5.03695574
8.50000000	1.00000000	2.00000000	5.25000000	5.27771681
9.00000000	1.00000000	2.00000000	5.50000000	5.52078761
9.50000000	1.00000000	2.00000000	5.75000000	5.76559070
10.00000000	1.00000000	2.00000000	6.00000000	6.01169303
10.50000000	1.00000000	2.00000000	6.25000000	6.25876977
11.00000000	1.00000000	2.00000000	6.50000000	6.50657733
11.50000000	1.00000000	2.00000000	6.75000000	6.75493300
12.00000000	1.00000000	2.00000000	7.00000000	7.00369975
12.50000000	1.00000000	2.00000000	7.25000000	7.25277481
13.00000000	1.00000000	2.00000000	7.50000000	7.50208111
13.50000000	1.00000000	2.00000000	7.75000000	7.75156083
14.00000000	1.00000000	2.00000000	8.00000000	8.00117062
14.50000000	1.00000000	2.00000000	8.25000000	8.25087797
15.00000000	1.00000000	2.00000000	8.50000000	8.50065848
15.50000000	1.00000000	2.00000000	8.75000000	8.75049386
16.00000000	1.00000000	2.00000000	9.00000000	9.00037039
16.50000000	1.00000000	2.00000000	9.25000000	9.25027779
17.00000000	1.00000000	2.00000000	9.50000000	9.50020835
17.50000000	1.00000000	2.00000000	9.75000000	9.75015626
18.00000000	1.00000000	2.00000000	10.00000000	10.00011719
18.50000000	1.00000000	2.00000000	10.25000000	10.25008790
19.00000000	1.00000000	2.00000000	10.50000000	10.50006592
19.50000000	1.00000000	2.00000000	10.75000000	10.75004944
20.00000000	1.00000000	2.00000000	11.00000000	11.00003708
20.50000000	1.00000000	2.00000000	11.25000000	11.25002781
21.00000000	1.00000000	2.00000000	11.50000000	11.50002086
21.50000000	1.00000000	2.00000000	11.75000000	11.75001564
22.00000000	1.00000000	2.00000000	12.00000000	12.00001173
22.50000000	1.00000000	2.00000000	12.25000000	12.25000880
23.00000000	1.00000000	2.00000000	12.50000000	12.50000660
23.50000000	1.00000000	2.00000000	12.75000000	12.75000495
24.00000000	1.00000000	2.00000000	13.00000000	13.00000371
24.50000000	1.00000000	2.00000000	13.25000000	13.25000278
25.00000000	1.00000000	2.00000000	13.50000000	13.50000209
25.50000000	1.00000000	2.00000000	13.75000000	13.75000157
26.00000000	1.00000000	2.00000000	14.00000000	14.00000117
26.50000000	1.00000000	2.00000000	14.25000000	14.25000088
27.00000000	1.00000000	2.00000000	14.50000000	14.50000066
27.50000000	1.00000000	2.00000000	14.75000000	14.75000050
28.00000000	1.00000000	2.00000000	15.00000000	15.00000037
28.50000000	1.00000000	2.00000000	15.25000000	15.25000028
29.00000000	1.00000000	2.00000000	15.50000000	15.50000021
29.50000000	1.00000000	2.00000000	15.75000000	15.75000016
30.00000000	1.00000000	2.00000000	16.00000000	16.00000012
